N1,N2,OPERADOR
3239674000,3239676999,PARTNERS TELECOM COLOMBIA SAS
3239677000,3239681999,PARTNERS TELECOM COLOMBIA SAS
3239682000,3239686999,PARTNERS TELECOM COLOMBIA SAS
3239687000,3239692999,PARTNERS TELECOM COLOMBIA SAS
3239693000,3239744999,PARTNERS TELECOM COLOMBIA SAS
3239745000,3239748999,PARTNERS TELECOM COLOMBIA SAS
3239749000,3239759999,PARTNERS TELECOM COLOMBIA SAS
3239760000,3239764999,PARTNERS TELECOM COLOMBIA SAS
3239765000,3239899999,PARTNERS TELECOM COLOMBIA SAS
3239900000,3239994999,PARTNERS TELECOM COLOMBIA SAS
3239995000,3239997999,PARTNERS TELECOM COLOMBIA SAS
3239998000,3239998999,PARTNERS TELECOM COLOMBIA SAS
3239999000,3239999499,PARTNERS TELECOM COLOMBIA SAS
3239999500,3239999599,PARTNERS TELECOM COLOMBIA SAS
3239999600,3239999899,PARTNERS TELECOM COLOMBIA SAS
3239999900,3239999999,PARTNERS TELECOM COLOMBIA SAS
3241000000,3241099999,PARTNERS TELECOM COLOMBIA SAS
3241100000,3241110999,PARTNERS TELECOM COLOMBIA SAS
3241111000,3241219999,PARTNERS TELECOM COLOMBIA SAS
3241220000,3241999999,PARTNERS TELECOM COLOMBIA SAS
3242000000,3242000999,COLOMBIA MOVIL S.A. E.S.P.
3242001000,3242001199,COLOMBIA MOVIL S.A. E.S.P.
3242001200,3242001999,COLOMBIA MOVIL S.A. E.S.P.
3242002000,3242002799,COLOMBIA MOVIL S.A. E.S.P.
3242002800,3242002999,COLOMBIA MOVIL S.A. E.S.P.
3242003000,3242003999,COLOMBIA MOVIL S.A. E.S.P.
3242004000,3242007099,COLOMBIA MOVIL S.A. E.S.P.
3242007100,3242007999,COLOMBIA MOVIL S.A. E.S.P.
3242008000,3242008999,COLOMBIA MOVIL S.A. E.S.P.
3242009000,3242009999,COLOMBIA MOVIL S.A. E.S.P.
3242010000,3242010199,COLOMBIA MOVIL S.A. E.S.P.
3242010200,3242011999,COLOMBIA MOVIL S.A. E.S.P.
3242012000,3242012999,COLOMBIA MOVIL S.A. E.S.P.
3242013000,3242013999,COLOMBIA MOVIL S.A. E.S.P.
3242014000,3242016799,COLOMBIA MOVIL S.A. E.S.P.
3242016800,3242019999,COLOMBIA MOVIL S.A. E.S.P.
3242020000,3242020999,COLOMBIA MOVIL S.A. E.S.P.
3242021000,3242022999,COLOMBIA MOVIL S.A. E.S.P.
3242023000,3242024999,COLOMBIA MOVIL S.A. E.S.P.
3242025000,3242029999,COLOMBIA MOVIL S.A. E.S.P.
3242030000,3242031999,COLOMBIA MOVIL S.A. E.S.P.
3242032000,3242034999,COLOMBIA MOVIL S.A. E.S.P.
3242035000,3242035299,COLOMBIA MOVIL S.A. E.S.P.
3242035300,3242035999,COLOMBIA MOVIL S.A. E.S.P.
3242036000,3242036999,COLOMBIA MOVIL S.A. E.S.P.
3242037000,3242037999,COLOMBIA MOVIL S.A. E.S.P.
3242038000,3242039999,COLOMBIA MOVIL S.A. E.S.P.
3242040000,3242041999,COLOMBIA MOVIL S.A. E.S.P.
3242042000,3242045599,COLOMBIA MOVIL S.A. E.S.P.
3242045600,3242048999,COLOMBIA MOVIL S.A. E.S.P.
3242049000,3242049399,COLOMBIA MOVIL S.A. E.S.P.
3242049400,3242049999,COLOMBIA MOVIL S.A. E.S.P.
3242050000,3242050499,COLOMBIA MOVIL S.A. E.S.P.
3242050500,3242055499,COLOMBIA MOVIL S.A. E.S.P.
3242055500,3242055999,COLOMBIA MOVIL S.A. E.S.P.
3242056000,3242057499,COLOMBIA MOVIL S.A. E.S.P.
3242057500,3242058999,COLOMBIA MOVIL S.A. E.S.P.
3242059000,3242062999,COLOMBIA MOVIL S.A. E.S.P.
3242063000,3242065999,COLOMBIA MOVIL S.A. E.S.P.
3242066000,3242066999,COLOMBIA MOVIL S.A. E.S.P.
3242067000,3242067999,COLOMBIA MOVIL S.A. E.S.P.
3242068000,3242068999,COLOMBIA MOVIL S.A. E.S.P.
3242069000,3242073999,COLOMBIA MOVIL S.A. E.S.P.
3242074000,3242074999,COLOMBIA MOVIL S.A. E.S.P.
3242075000,3242076999,COLOMBIA MOVIL S.A. E.S.P.
3242077000,3242077999,COLOMBIA MOVIL S.A. E.S.P.
3242078000,3242078999,COLOMBIA MOVIL S.A. E.S.P.
3242079000,3242079999,COLOMBIA MOVIL S.A. E.S.P.
3242080000,3242084999,COLOMBIA MOVIL S.A. E.S.P.
3242085000,3242089999,COLOMBIA MOVIL S.A. E.S.P.
3242090000,3242090899,COLOMBIA MOVIL S.A. E.S.P.
3242090900,3242091999,COLOMBIA MOVIL S.A. E.S.P.
3242092000,3242092999,COLOMBIA MOVIL S.A. E.S.P.
3242093000,3242093799,COLOMBIA MOVIL S.A. E.S.P.
3242093800,3242094999,COLOMBIA MOVIL S.A. E.S.P.
3242095000,3242095999,COLOMBIA MOVIL S.A. E.S.P.
3242096000,3242099999,COLOMBIA MOVIL S.A. E.S.P.
3242100000,3242129999,COLOMBIA MOVIL S.A. E.S.P.
3242130000,3242149999,COLOMBIA MOVIL S.A. E.S.P.
3242150000,3242163999,COLOMBIA MOVIL S.A. E.S.P.
3242164000,3242166999,COLOMBIA MOVIL S.A. E.S.P.
3242167000,3242168999,COLOMBIA MOVIL S.A. E.S.P.
3242169000,3242169999,COLOMBIA MOVIL S.A. E.S.P.
3242170000,3242170999,COLOMBIA MOVIL S.A. E.S.P.
3242171000,3242174299,COLOMBIA MOVIL S.A. E.S.P.
3242174300,3242179999,COLOMBIA MOVIL S.A. E.S.P.
3242180000,3242181999,COLOMBIA MOVIL S.A. E.S.P.
3242182000,3242185999,COLOMBIA MOVIL S.A. E.S.P.
3242186000,3242189999,COLOMBIA MOVIL S.A. E.S.P.
3242190000,3242195999,COLOMBIA MOVIL S.A. E.S.P.
3242196000,3242196999,COLOMBIA MOVIL S.A. E.S.P.
3242197000,3242198999,COLOMBIA MOVIL S.A. E.S.P.
3242199000,3242199999,COLOMBIA MOVIL S.A. E.S.P.
3242200000,3242201199,COLOMBIA MOVIL S.A. E.S.P.
3242201200,3242201999,COLOMBIA MOVIL S.A. E.S.P.
3242202000,3242204099,COLOMBIA MOVIL S.A. E.S.P.
3242204100,3242207999,COLOMBIA MOVIL S.A. E.S.P.
3242208000,3242209999,COLOMBIA MOVIL S.A. E.S.P.
3242210000,3242211999,COLOMBIA MOVIL S.A. E.S.P.
3242212000,3242212999,COLOMBIA MOVIL S.A. E.S.P.
3242213000,3242214999,COLOMBIA MOVIL S.A. E.S.P.
3242215000,3242218999,COLOMBIA MOVIL S.A. E.S.P.
3242219000,3242219999,COLOMBIA MOVIL S.A. E.S.P.
3242220000,3242221999,COLOMBIA MOVIL S.A. E.S.P.
3242222000,3242222999,COLOMBIA MOVIL S.A. E.S.P.
3242223000,3242223999,COLOMBIA MOVIL S.A. E.S.P.
3242224000,3242224999,COLOMBIA MOVIL S.A. E.S.P.
3242225000,3242226999,COLOMBIA MOVIL S.A. E.S.P.
3242227000,3242227999,COLOMBIA MOVIL S.A. E.S.P.
3242228000,3242229999,COLOMBIA MOVIL S.A. E.S.P.
3242230000,3242231999,COLOMBIA MOVIL S.A. E.S.P.
3242232000,3242233999,COLOMBIA MOVIL S.A. E.S.P.
3242234000,3242238999,COLOMBIA MOVIL S.A. E.S.P.
3242239000,3242239999,COLOMBIA MOVIL S.A. E.S.P.
3242240000,3242243999,COLOMBIA MOVIL S.A. E.S.P.
3242244000,3242245999,COLOMBIA MOVIL S.A. E.S.P.
3242246000,3242248999,COLOMBIA MOVIL S.A. E.S.P.
3242249000,3242249999,COLOMBIA MOVIL S.A. E.S.P.
3242250000,3242250999,COLOMBIA MOVIL S.A. E.S.P.
3242251000,3242251999,COLOMBIA MOVIL S.A. E.S.P.
3242252000,3242254999,COLOMBIA MOVIL S.A. E.S.P.
3242255000,3242255999,COLOMBIA MOVIL S.A. E.S.P.
3242256000,3242257999,COLOMBIA MOVIL S.A. E.S.P.
3242258000,3242259999,COLOMBIA MOVIL S.A. E.S.P.
3242260000,3242263999,COLOMBIA MOVIL S.A. E.S.P.
3242264000,3242268999,COLOMBIA MOVIL S.A. E.S.P.
3242269000,3242273999,COLOMBIA MOVIL S.A. E.S.P.
3242274000,3242275999,COLOMBIA MOVIL S.A. E.S.P.
3242276000,3242276999,COLOMBIA MOVIL S.A. E.S.P.
3242277000,3242279999,COLOMBIA MOVIL S.A. E.S.P.
3242280000,3242283999,COLOMBIA MOVIL S.A. E.S.P.
3242284000,3242284499,COLOMBIA MOVIL S.A. E.S.P.
3242284500,3242287999,COLOMBIA MOVIL S.A. E.S.P.
3242288000,3242289999,COLOMBIA MOVIL S.A. E.S.P.
3242290000,3242291999,COLOMBIA MOVIL S.A. E.S.P.
3242292000,3242293999,COLOMBIA MOVIL S.A. E.S.P.
3242294000,3242295999,COLOMBIA MOVIL S.A. E.S.P.
3242296000,3242299999,COLOMBIA MOVIL S.A. E.S.P.
3242300000,3242321999,COLOMBIA MOVIL S.A. E.S.P.
3242322000,3242329999,COLOMBIA MOVIL S.A. E.S.P.
3242330000,3242331999,COLOMBIA MOVIL S.A. E.S.P.
3242332000,3242338999,COLOMBIA MOVIL S.A. E.S.P.
3242339000,3242339999,COLOMBIA MOVIL S.A. E.S.P.
3242340000,3242341999,COLOMBIA MOVIL S.A. E.S.P.
3242342000,3242347999,COLOMBIA MOVIL S.A. E.S.P.
3242348000,3242349999,COLOMBIA MOVIL S.A. E.S.P.
3242350000,3242355499,COLOMBIA MOVIL S.A. E.S.P.
3242355500,3242358999,COLOMBIA MOVIL S.A. E.S.P.
3242359000,3242359999,COLOMBIA MOVIL S.A. E.S.P.
3242360000,3242360999,COLOMBIA MOVIL S.A. E.S.P.
3242361000,3242379999,COLOMBIA MOVIL S.A. E.S.P.
3242380000,3242380999,COLOMBIA MOVIL S.A. E.S.P.
3242381000,3242387999,COLOMBIA MOVIL S.A. E.S.P.
3242388000,3242389999,COLOMBIA MOVIL S.A. E.S.P.
3242390000,3242390999,COLOMBIA MOVIL S.A. E.S.P.
3242391000,3242392599,COLOMBIA MOVIL S.A. E.S.P.
3242392600,3242392999,COLOMBIA MOVIL S.A. E.S.P.
3242393000,3242394999,COLOMBIA MOVIL S.A. E.S.P.
3242395000,3242395399,COLOMBIA MOVIL S.A. E.S.P.
3242395400,3242399499,COLOMBIA MOVIL S.A. E.S.P.
3242399500,3242399999,COLOMBIA MOVIL S.A. E.S.P.
3242400000,3242409999,COLOMBIA MOVIL S.A. E.S.P.
3242410000,3242420999,COLOMBIA MOVIL S.A. E.S.P.
3242421000,3242421999,COLOMBIA MOVIL S.A. E.S.P.
3242422000,3242430999,COLOMBIA MOVIL S.A. E.S.P.
3242431000,3242439999,COLOMBIA MOVIL S.A. E.S.P.
3242440000,3242449999,COLOMBIA MOVIL S.A. E.S.P.
3242450000,3242452999,COLOMBIA MOVIL S.A. E.S.P.
3242453000,3242456999,COLOMBIA MOVIL S.A. E.S.P.
3242457000,3242457999,COLOMBIA MOVIL S.A. E.S.P.
3242458000,3242460999,COLOMBIA MOVIL S.A. E.S.P.
3242461000,3242461999,COLOMBIA MOVIL S.A. E.S.P.
3242462000,3242462999,COLOMBIA MOVIL S.A. E.S.P.
3242463000,3242465999,COLOMBIA MOVIL S.A. E.S.P.
3242466000,3242467999,COLOMBIA MOVIL S.A. E.S.P.
3242468000,3242468999,COLOMBIA MOVIL S.A. E.S.P.
3242469000,3242470999,COLOMBIA MOVIL S.A. E.S.P.
3242471000,3242472999,COLOMBIA MOVIL S.A. E.S.P.
3242473000,3242473999,COLOMBIA MOVIL S.A. E.S.P.
3242474000,3242474999,COLOMBIA MOVIL S.A. E.S.P.
3242475000,3242479999,COLOMBIA MOVIL S.A. E.S.P.
3242480000,3242482999,COLOMBIA MOVIL S.A. E.S.P.
3242483000,3242483999,COLOMBIA MOVIL S.A. E.S.P.
3242484000,3242485999,COLOMBIA MOVIL S.A. E.S.P.
3242486000,3242487999,COLOMBIA MOVIL S.A. E.S.P.
3242488000,3242488999,COLOMBIA MOVIL S.A. E.S.P.
3242489000,3242489999,COLOMBIA MOVIL S.A. E.S.P.
3242490000,3242490999,COLOMBIA MOVIL S.A. E.S.P.
3242491000,3242497399,COLOMBIA MOVIL S.A. E.S.P.
3242497400,3242499999,COLOMBIA MOVIL S.A. E.S.P.
3242500000,3242505999,COLOMBIA MOVIL S.A. E.S.P.
3242506000,3242509999,COLOMBIA MOVIL S.A. E.S.P.
3242510000,3242519999,COLOMBIA MOVIL S.A. E.S.P.
3242520000,3242523999,COLOMBIA MOVIL S.A. E.S.P.
3242524000,3242527799,COLOMBIA MOVIL S.A. E.S.P.
3242527800,3242527999,COLOMBIA MOVIL S.A. E.S.P.
3242528000,3242528999,COLOMBIA MOVIL S.A. E.S.P.
3242529000,3242529999,COLOMBIA MOVIL S.A. E.S.P.
3242530000,3242530999,COLOMBIA MOVIL S.A. E.S.P.
3242531000,3242532999,COLOMBIA MOVIL S.A. E.S.P.
3242533000,3242533999,COLOMBIA MOVIL S.A. E.S.P.
3242534000,3242535999,COLOMBIA MOVIL S.A. E.S.P.
3242536000,3242538499,COLOMBIA MOVIL S.A. E.S.P.
3242538500,3242539499,COLOMBIA MOVIL S.A. E.S.P.
3242539500,3242539999,COLOMBIA MOVIL S.A. E.S.P.
3242540000,3242540999,COLOMBIA MOVIL S.A. E.S.P.
3242541000,3242541999,COLOMBIA MOVIL S.A. E.S.P.
3242542000,3242542999,COLOMBIA MOVIL S.A. E.S.P.
3242543000,3242546999,COLOMBIA MOVIL S.A. E.S.P.
3242547000,3242548499,COLOMBIA MOVIL S.A. E.S.P.
3242548500,3242548999,COLOMBIA MOVIL S.A. E.S.P.
3242549000,3242549999,COLOMBIA MOVIL S.A. E.S.P.
3242550000,3242550999,COLOMBIA MOVIL S.A. E.S.P.
3242551000,3242552499,COLOMBIA MOVIL S.A. E.S.P.
3242552500,3242552999,COLOMBIA MOVIL S.A. E.S.P.
3242553000,3242553999,COLOMBIA MOVIL S.A. E.S.P.
3242554000,3242556999,COLOMBIA MOVIL S.A. E.S.P.
3242557000,3242557999,COLOMBIA MOVIL S.A. E.S.P.
3242558000,3242558999,COLOMBIA MOVIL S.A. E.S.P.
3242559000,3242559999,COLOMBIA MOVIL S.A. E.S.P.
3242560000,3242569999,COLOMBIA MOVIL S.A. E.S.P.
3242570000,3242579999,COLOMBIA MOVIL S.A. E.S.P.
3242580000,3242581999,COLOMBIA MOVIL S.A. E.S.P.
3242582000,3242583999,COLOMBIA MOVIL S.A. E.S.P.
3242584000,3242585999,COLOMBIA MOVIL S.A. E.S.P.
3242586000,3242587099,COLOMBIA MOVIL S.A. E.S.P.
3242587100,3242588999,COLOMBIA MOVIL S.A. E.S.P.
3242589000,3242594999,COLOMBIA MOVIL S.A. E.S.P.
3242595000,3242596199,COLOMBIA MOVIL S.A. E.S.P.
3242596200,3242596999,COLOMBIA MOVIL S.A. E.S.P.
3242597000,3242598999,COLOMBIA MOVIL S.A. E.S.P.
3242599000,3242599999,COLOMBIA MOVIL S.A. E.S.P.
3242600000,3242609999,COLOMBIA MOVIL S.A. E.S.P.
3242610000,3242610999,COLOMBIA MOVIL S.A. E.S.P.
3242611000,3242612999,COLOMBIA MOVIL S.A. E.S.P.
3242613000,3242613999,COLOMBIA MOVIL S.A. E.S.P.
3242614000,3242614999,COLOMBIA MOVIL S.A. E.S.P.
3242615000,3242616999,COLOMBIA MOVIL S.A. E.S.P.
3242617000,3242619999,COLOMBIA MOVIL S.A. E.S.P.
3242620000,3242621999,COLOMBIA MOVIL S.A. E.S.P.
3242622000,3242622999,COLOMBIA MOVIL S.A. E.S.P.
3242623000,3242623999,COLOMBIA MOVIL S.A. E.S.P.
3242624000,3242625999,COLOMBIA MOVIL S.A. E.S.P.
3242626000,3242626999,COLOMBIA MOVIL S.A. E.S.P.
3242627000,3242627999,COLOMBIA MOVIL S.A. E.S.P.
3242628000,3242628199,COLOMBIA MOVIL S.A. E.S.P.
3242628200,3242629999,COLOMBIA MOVIL S.A. E.S.P.
3242630000,3242635999,COLOMBIA MOVIL S.A. E.S.P.
3242636000,3242637999,COLOMBIA MOVIL S.A. E.S.P.
3242638000,3242649999,COLOMBIA MOVIL S.A. E.S.P.
3242650000,3242654999,COLOMBIA MOVIL S.A. E.S.P.
3242655000,3242657999,COLOMBIA MOVIL S.A. E.S.P.
3242658000,3242659999,COLOMBIA MOVIL S.A. E.S.P.
3242660000,3242660999,COLOMBIA MOVIL S.A. E.S.P.
3242661000,3242666999,COLOMBIA MOVIL S.A. E.S.P.
3242667000,3242669999,COLOMBIA MOVIL S.A. E.S.P.
3242670000,3242677999,COLOMBIA MOVIL S.A. E.S.P.
3242678000,3242679999,COLOMBIA MOVIL S.A. E.S.P.
3242680000,3242680999,COLOMBIA MOVIL S.A. E.S.P.
3242681000,3242681999,COLOMBIA MOVIL S.A. E.S.P.
3242682000,3242682999,COLOMBIA MOVIL S.A. E.S.P.
3242683000,3242684999,COLOMBIA MOVIL S.A. E.S.P.
3242685000,3242686999,COLOMBIA MOVIL S.A. E.S.P.
3242687000,3242687999,COLOMBIA MOVIL S.A. E.S.P.
3242688000,3242688999,COLOMBIA MOVIL S.A. E.S.P.
3242689000,3242689999,COLOMBIA MOVIL S.A. E.S.P.
3242690000,3242690999,COLOMBIA MOVIL S.A. E.S.P.
3242691000,3242693999,COLOMBIA MOVIL S.A. E.S.P.
3242694000,3242696999,COLOMBIA MOVIL S.A. E.S.P.
3242697000,3242699999,COLOMBIA MOVIL S.A. E.S.P.
3242700000,3242711999,COLOMBIA MOVIL S.A. E.S.P.
3242712000,3242719999,COLOMBIA MOVIL S.A. E.S.P.
3242720000,3242729499,COLOMBIA MOVIL S.A. E.S.P.
3242729500,3242739999,COLOMBIA MOVIL S.A. E.S.P.
3242740000,3242751999,COLOMBIA MOVIL S.A. E.S.P.
3242752000,3242754999,COLOMBIA MOVIL S.A. E.S.P.
3242755000,3242755999,COLOMBIA MOVIL S.A. E.S.P.
3242756000,3242756999,COLOMBIA MOVIL S.A. E.S.P.
3242757000,3242759999,COLOMBIA MOVIL S.A. E.S.P.
3242760000,3242761099,COLOMBIA MOVIL S.A. E.S.P.
3242761100,3242765999,COLOMBIA MOVIL S.A. E.S.P.
3242766000,3242766999,COLOMBIA MOVIL S.A. E.S.P.
3242767000,3242769999,COLOMBIA MOVIL S.A. E.S.P.
3242770000,3242770999,COLOMBIA MOVIL S.A. E.S.P.
3242771000,3242771999,COLOMBIA MOVIL S.A. E.S.P.
3242772000,3242784999,COLOMBIA MOVIL S.A. E.S.P.
3242785000,3242793599,COLOMBIA MOVIL S.A. E.S.P.
3242793600,3242793999,COLOMBIA MOVIL S.A. E.S.P.
3242794000,3242799999,COLOMBIA MOVIL S.A. E.S.P.
3242800000,3242802999,COLOMBIA MOVIL S.A. E.S.P.
3242803000,3242803999,COLOMBIA MOVIL S.A. E.S.P.
3242804000,3242809999,COLOMBIA MOVIL S.A. E.S.P.
3242810000,3242810999,COLOMBIA MOVIL S.A. E.S.P.
3242811000,3242819999,COLOMBIA MOVIL S.A. E.S.P.
3242820000,3242820999,COLOMBIA MOVIL S.A. E.S.P.
3242821000,3242821199,COLOMBIA MOVIL S.A. E.S.P.
3242821200,3242821999,COLOMBIA MOVIL S.A. E.S.P.
3242822000,3242823999,COLOMBIA MOVIL S.A. E.S.P.
3242824000,3242829999,COLOMBIA MOVIL S.A. E.S.P.
3242830000,3242833999,COLOMBIA MOVIL S.A. E.S.P.
3242834000,3242834999,COLOMBIA MOVIL S.A. E.S.P.
3242835000,3242835999,COLOMBIA MOVIL S.A. E.S.P.
3242836000,3242837999,COLOMBIA MOVIL S.A. E.S.P.
3242838000,3242839999,COLOMBIA MOVIL S.A. E.S.P.
3242840000,3242841999,COLOMBIA MOVIL S.A. E.S.P.
3242842000,3242843999,COLOMBIA MOVIL S.A. E.S.P.
3242844000,3242845899,COLOMBIA MOVIL S.A. E.S.P.
3242845900,3242848099,COLOMBIA MOVIL S.A. E.S.P.
3242848100,3242848999,COLOMBIA MOVIL S.A. E.S.P.
3242849000,3242849999,COLOMBIA MOVIL S.A. E.S.P.
3242850000,3242851999,COLOMBIA MOVIL S.A. E.S.P.
3242852000,3242853499,COLOMBIA MOVIL S.A. E.S.P.
3242853500,3242853999,COLOMBIA MOVIL S.A. E.S.P.
3242854000,3242855999,COLOMBIA MOVIL S.A. E.S.P.
3242856000,3242856999,COLOMBIA MOVIL S.A. E.S.P.
3242857000,3242859999,COLOMBIA MOVIL S.A. E.S.P.
3242860000,3242867999,COLOMBIA MOVIL S.A. E.S.P.
3242868000,3242869999,COLOMBIA MOVIL S.A. E.S.P.
3242870000,3242870999,COLOMBIA MOVIL S.A. E.S.P.
3242871000,3242872999,COLOMBIA MOVIL S.A. E.S.P.
3242873000,3242876999,COLOMBIA MOVIL S.A. E.S.P.
3242877000,3242877999,COLOMBIA MOVIL S.A. E.S.P.
3242878000,3242878999,COLOMBIA MOVIL S.A. E.S.P.
3242879000,3242879999,COLOMBIA MOVIL S.A. E.S.P.
3242880000,3242884999,COLOMBIA MOVIL S.A. E.S.P.
3242885000,3242887399,COLOMBIA MOVIL S.A. E.S.P.
3242887400,3242887499,COLOMBIA MOVIL S.A. E.S.P.
3242887500,3242887999,COLOMBIA MOVIL S.A. E.S.P.
3242888000,3242888999,COLOMBIA MOVIL S.A. E.S.P.
3242889000,3242889999,COLOMBIA MOVIL S.A. E.S.P.
3242890000,3242890999,COLOMBIA MOVIL S.A. E.S.P.
3242891000,3242891999,COLOMBIA MOVIL S.A. E.S.P.
3242892000,3242892999,COLOMBIA MOVIL S.A. E.S.P.
3242893000,3242893999,COLOMBIA MOVIL S.A. E.S.P.
3242894000,3242894999,COLOMBIA MOVIL S.A. E.S.P.
3242895000,3242895999,COLOMBIA MOVIL S.A. E.S.P.
3242896000,3242899999,COLOMBIA MOVIL S.A. E.S.P.
3242900000,3242900999,COLOMBIA MOVIL S.A. E.S.P.
3242901000,3242903999,COLOMBIA MOVIL S.A. E.S.P.
3242904000,3242909999,COLOMBIA MOVIL S.A. E.S.P.
3242910000,3242910999,COLOMBIA MOVIL S.A. E.S.P.
3242911000,3242911999,COLOMBIA MOVIL S.A. E.S.P.
3242912000,3242913999,COLOMBIA MOVIL S.A. E.S.P.
3242914000,3242915999,COLOMBIA MOVIL S.A. E.S.P.
3242916000,3242918999,COLOMBIA MOVIL S.A. E.S.P.
3242919000,3242921999,COLOMBIA MOVIL S.A. E.S.P.
3242922000,3242929499,COLOMBIA MOVIL S.A. E.S.P.
3242929500,3242929999,COLOMBIA MOVIL S.A. E.S.P.
3242930000,3242945999,COLOMBIA MOVIL S.A. E.S.P.
3242946000,3242947999,COLOMBIA MOVIL S.A. E.S.P.
3242948000,3242949699,COLOMBIA MOVIL S.A. E.S.P.
3242949700,3242952999,COLOMBIA MOVIL S.A. E.S.P.
3242953000,3242959999,COLOMBIA MOVIL S.A. E.S.P.
3242960000,3242962999,COLOMBIA MOVIL S.A. E.S.P.
3242963000,3242964999,COLOMBIA MOVIL S.A. E.S.P.
3242965000,3242973999,COLOMBIA MOVIL S.A. E.S.P.
3242974000,3242979999,COLOMBIA MOVIL S.A. E.S.P.
3242980000,3242981999,COLOMBIA MOVIL S.A. E.S.P.
3242982000,3242990999,COLOMBIA MOVIL S.A. E.S.P.
3242991000,3242992199,COLOMBIA MOVIL S.A. E.S.P.
3242992200,3242997999,COLOMBIA MOVIL S.A. E.S.P.
3242998000,3242999999,COLOMBIA MOVIL S.A. E.S.P.
3243000000,3243007999,COLOMBIA MOVIL S.A. E.S.P.
3243008000,3243009999,COLOMBIA MOVIL S.A. E.S.P.
3243010000,3243019999,COLOMBIA MOVIL S.A. E.S.P.
3243020000,3243035999,COLOMBIA MOVIL S.A. E.S.P.
3243036000,3243039999,COLOMBIA MOVIL S.A. E.S.P.
3243040000,3243054999,COLOMBIA MOVIL S.A. E.S.P.
3243055000,3243059999,COLOMBIA MOVIL S.A. E.S.P.
3243060000,3243064999,COLOMBIA MOVIL S.A. E.S.P.
3243065000,3243069999,COLOMBIA MOVIL S.A. E.S.P.
3243070000,3243085999,COLOMBIA MOVIL S.A. E.S.P.
3243086000,3243089999,COLOMBIA MOVIL S.A. E.S.P.
3243090000,3243094999,COLOMBIA MOVIL S.A. E.S.P.
3243095000,3243098199,COLOMBIA MOVIL S.A. E.S.P.
3243098200,3243099999,COLOMBIA MOVIL S.A. E.S.P.
3243100000,3243109999,COLOMBIA MOVIL S.A. E.S.P.
3243110000,3243116999,COLOMBIA MOVIL S.A. E.S.P.
3243117000,3243125999,COLOMBIA MOVIL S.A. E.S.P.
3243126000,3243129999,COLOMBIA MOVIL S.A. E.S.P.
3243130000,3243159599,COLOMBIA MOVIL S.A. E.S.P.
3243159600,3243162999,COLOMBIA MOVIL S.A. E.S.P.
3243163000,3243166999,COLOMBIA MOVIL S.A. E.S.P.
3243167000,3243189999,COLOMBIA MOVIL S.A. E.S.P.
3243190000,3243197999,COLOMBIA MOVIL S.A. E.S.P.
3243198000,3243199999,COLOMBIA MOVIL S.A. E.S.P.
3243200000,3243246999,COLOMBIA MOVIL S.A. E.S.P.
3243247000,3243249999,COLOMBIA MOVIL S.A. E.S.P.
3243250000,3243253999,COLOMBIA MOVIL S.A. E.S.P.
3243254000,3243259999,COLOMBIA MOVIL S.A. E.S.P.
3243260000,3243284999,COLOMBIA MOVIL S.A. E.S.P.
3243285000,3243299999,COLOMBIA MOVIL S.A. E.S.P.
3243300000,3243306999,COLOMBIA MOVIL S.A. E.S.P.
3243307000,3243310999,COLOMBIA MOVIL S.A. E.S.P.
3243311000,3243312999,COLOMBIA MOVIL S.A. E.S.P.
3243313000,3243319999,COLOMBIA MOVIL S.A. E.S.P.
3243320000,3243327999,COLOMBIA MOVIL S.A. E.S.P.
3243328000,3243329999,COLOMBIA MOVIL S.A. E.S.P.
3243330000,3243332999,COLOMBIA MOVIL S.A. E.S.P.
3243333000,3243359999,COLOMBIA MOVIL S.A. E.S.P.
3243360000,3243389999,COLOMBIA MOVIL S.A. E.S.P.
3243390000,3243392999,COLOMBIA MOVIL S.A. E.S.P.
3243393000,3243396999,COLOMBIA MOVIL S.A. E.S.P.
3243397000,3243399999,COLOMBIA MOVIL S.A. E.S.P.
3243400000,3243412999,COLOMBIA MOVIL S.A. E.S.P.
3243413000,3243419999,COLOMBIA MOVIL S.A. E.S.P.
3243420000,3243431999,COLOMBIA MOVIL S.A. E.S.P.
3243432000,3243432999,COLOMBIA MOVIL S.A. E.S.P.
3243433000,3243439999,COLOMBIA MOVIL S.A. E.S.P.
3243440000,3243449999,COLOMBIA MOVIL S.A. E.S.P.
3243450000,3243469999,COLOMBIA MOVIL S.A. E.S.P.
3243470000,3243472699,COLOMBIA MOVIL S.A. E.S.P.
3243472700,3243479999,COLOMBIA MOVIL S.A. E.S.P.
3243480000,3243492999,COLOMBIA MOVIL S.A. E.S.P.
3243493000,3243493799,COLOMBIA MOVIL S.A. E.S.P.
3243493800,3243499999,COLOMBIA MOVIL S.A. E.S.P.
3243500000,3243514999,COLOMBIA MOVIL S.A. E.S.P.
3243515000,3243516599,COLOMBIA MOVIL S.A. E.S.P.
3243516600,3243523499,COLOMBIA MOVIL S.A. E.S.P.
3243523500,3243525999,COLOMBIA MOVIL S.A. E.S.P.
3243526000,3243526599,COLOMBIA MOVIL S.A. E.S.P.
3243526600,3243526999,COLOMBIA MOVIL S.A. E.S.P.
3243527000,3243528999,COLOMBIA MOVIL S.A. E.S.P.
3243529000,3243533499,COLOMBIA MOVIL S.A. E.S.P.
